,kl_global,kl_adapted,delta,n
17357,0.5592814087867737,0.4962291717529297,0.063052237033844,8.0
37399,1.3137067556381226,1.3737542629241943,-0.06004750728607178,3.0
52270,0.20194660127162933,0.2118237018585205,-0.009877100586891174,16.0
5313,0.16763368248939514,0.16354158520698547,0.004092097282409668,3.0
58411,0.6118866205215454,0.6172359585762024,-0.005349338054656982,8.0
34998,0.34988635778427124,0.33490630984306335,0.014980047941207886,28.0
14998,0.14241068065166473,0.13400547206401825,0.008405208587646484,4.0
35549,0.5621091723442078,0.5110031366348267,0.051106035709381104,3.0
64747,1.4326035976409912,0.9555264115333557,0.4770771861076355,3.0
23435,0.2731311321258545,0.2477545589208603,0.0253765732049942,4.0
26675,0.4180885851383209,0.1799011528491974,0.23818743228912354,25.0
10132,1.2944846153259277,1.5026683807373047,-0.20818376541137695,3.0
9208,0.2672528028488159,0.19347995519638062,0.0737728476524353,5.0
848,0.5600551962852478,0.5283052921295166,0.0317499041557312,7.0
43892,1.1924705505371094,1.2284101247787476,-0.035939574241638184,12.0
64240,0.245781809091568,0.2407878190279007,0.004993990063667297,5.0
34770,0.25076067447662354,0.2505500912666321,0.00021058320999145508,8.0
8376,0.48780375719070435,0.45043042302131653,0.03737333416938782,3.0
17205,0.06999795138835907,0.05052495002746582,0.01947300136089325,3.0
18303,0.7585288286209106,0.7713561058044434,-0.012827277183532715,4.0
2338,0.5228121876716614,0.40524059534072876,0.11757159233093262,19.0
26502,0.7378956079483032,0.6681877374649048,0.06970787048339844,4.0
56075,2.53375244140625,2.4013664722442627,0.1323859691619873,4.0
33808,0.7707173824310303,0.4863967299461365,0.2843206524848938,3.0
24305,0.17396122217178345,0.1812940239906311,-0.007332801818847656,7.0
41602,0.7763935327529907,0.8970720767974854,-0.12067854404449463,7.0
54199,0.12086856365203857,0.12241615355014801,-0.001547589898109436,20.0
4978,1.2794926166534424,1.1224868297576904,0.15700578689575195,11.0
37699,0.859374463558197,0.878707766532898,-0.019333302974700928,11.0
47660,0.3854043185710907,0.3989129960536957,-0.01350867748260498,14.0
29847,0.27632129192352295,0.1813608705997467,0.09496042132377625,5.0
30527,0.9367995858192444,0.8821866512298584,0.054612934589385986,8.0
3890,0.1303718388080597,0.1269659847021103,0.003405854105949402,7.0
346,1.5360690355300903,1.4731380939483643,0.06293094158172607,3.0
36197,0.38530415296554565,0.5580891370773315,-0.1727849841117859,24.0
1453,0.8191850781440735,0.8588866591453552,-0.03970158100128174,8.0
47746,0.26450952887535095,0.2081325352191925,0.05637699365615845,5.0
55692,0.4652650058269501,0.39791139960289,0.06735360622406006,8.0
44246,0.7754131257534027,0.6249952614307404,0.15041786432266235,32.0
54090,1.347669005393982,1.3098996877670288,0.037769317626953125,5.0
4882,0.2841678857803345,0.34276679158210754,-0.05859890580177307,3.0
61701,0.07716335356235504,0.06857414543628693,0.008589208126068115,3.0
22597,0.9122255444526672,1.001869797706604,-0.08964425325393677,12.0
45464,1.924078345298767,2.001879930496216,-0.07780158519744873,8.0
1525,1.0450719594955444,1.1213899850845337,-0.07631802558898926,7.0
31303,0.2739531397819519,0.26634517312049866,0.007607966661453247,4.0
30214,0.49841228127479553,0.520704984664917,-0.02229270339012146,3.0
39941,0.8333220481872559,0.8866846561431885,-0.05336260795593262,4.0
37510,0.25699958205223083,0.2608345150947571,-0.003834933042526245,4.0
4642,1.0269228219985962,1.0254510641098022,0.0014717578887939453,6.0
56885,0.634591281414032,0.7091387510299683,-0.07454746961593628,12.0
58120,0.13198956847190857,0.13961759209632874,-0.007628023624420166,3.0
47239,0.1004306748509407,0.08675015717744827,0.013680517673492432,4.0
9064,0.9362244606018066,0.9456538558006287,-0.009429395198822021,8.0
38651,0.23922964930534363,0.13558650016784668,0.10364314913749695,8.0
8033,0.5076701045036316,0.5203176736831665,-0.012647569179534912,3.0
22159,0.52205491065979,0.3564983308315277,0.16555657982826233,5.0
15728,1.0567265748977661,0.8725071549415588,0.18421941995620728,12.0
4887,0.5054103136062622,0.4692249000072479,0.03618541359901428,4.0
33609,0.8859850168228149,0.9371147155761719,-0.051129698753356934,3.0
11773,0.2861408293247223,0.24812839925289154,0.03801243007183075,4.0
10852,1.2005425691604614,1.2620596885681152,-0.06151711940765381,3.0
44627,0.9550966620445251,0.8398035764694214,0.11529308557510376,6.0
23942,0.6834201812744141,0.47026360034942627,0.2131565809249878,9.0
33392,0.3943953216075897,0.29617753624916077,0.09821778535842896,8.0
11186,0.17775551974773407,0.19707326591014862,-0.01931774616241455,6.0
50110,0.7506481409072876,0.44020751118659973,0.31044062972068787,15.0
58327,0.13162821531295776,0.1511141061782837,-0.019485890865325928,12.0
14785,0.5490590333938599,0.5070998072624207,0.04195922613143921,3.0
62197,0.9563989043235779,0.9076336026191711,0.04876530170440674,18.0
14271,2.4717824459075928,2.603276252746582,-0.13149380683898926,3.0
56308,0.5999815464019775,0.11575329303741455,0.484228253364563,4.0
3838,0.8100104331970215,0.7415773868560791,0.06843304634094238,32.0
25177,0.41251733899116516,0.3415111303329468,0.07100620865821838,3.0
25986,0.1541164666414261,0.20574945211410522,-0.05163298547267914,4.0
8832,0.27564767003059387,0.20048731565475464,0.07516035437583923,4.0
22834,0.07529648393392563,0.07733230292797089,-0.0020358189940452576,4.0
40456,2.135270833969116,2.391024351119995,-0.2557535171508789,4.0
35575,0.7789251804351807,0.5897990465164185,0.1891261339187622,4.0
20702,0.061083268374204636,0.06709177792072296,-0.006008509546518326,7.0
